Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,15.2,13.1,17.4,13.1 - 17.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,16.4,12.7,20.8,12.7 - 20.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,28.8,27.8,29.9,27.8 - 29.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,35.3,34.2,36.4,34.2 - 36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,28.0,26.9,29.1,26.9 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,34.8,33.8,35.9,33.8 - 35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,75.3,64.6,84.1,64.6 - 84.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,51.8,46.4,57.2,46.4 - 57.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,29.0,28.2,29.8,28.2 - 29.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,65.4,61.5,69.1,61.5 - 69.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,36.5,34.2,39.0,34.2 - 39.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.6,29.6,31.5,29.6 - 31.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,34.8,31.9,37.7,31.9 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.5,20.4,26.7,20.4 - 26.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,47.4,43.2,51.6,43.2 - 51.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,41.2,36.1,46.4,36.1 - 46.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,32.2,30.1,34.3,30.1 - 34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,36.5,35.3,37.6,35.3 - 37.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.4,25.6,27.2,25.6 - 27.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,62.2,59.6,64.8,59.6 - 64.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.0,26.2,27.8,26.2 - 27.8
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.8,21.1,22.6,21.1 - 22.6
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,36.0,33.6,38.5,33.6 - 38.5
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.7,24.1,27.3,24.1 - 27.3
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.9,21.9,25.9,21.9 - 25.9
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.3,18.7,21.9,18.7 - 21.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.1,13.7,16.6,13.7 - 16.6
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,10.5,9.0,12.1,9.0 - 12.1
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.5,9.1,16.6,9.1 - 16.6
Symptoms of Depressive Disorder,By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.7,18.6,20.8,18.6 - 20.8
Symptoms of Depressive Disorder,By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.8,22.9,24.7,22.9 - 24.7
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.0,18.0,20.2,18.0 - 20.2
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.3,22.3,24.3,22.3 - 24.3
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,49.2,37.1,61.4,37.1 - 61.4
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,34.9,30.2,39.8,30.2 - 39.8
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.4,18.6,20.3,18.6 - 20.3
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,44.6,39.8,49.4,39.8 - 49.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.5,22.0,27.2,22.0 - 27.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.8,20.1,21.5,20.1 - 21.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.7,19.9,25.7,19.9 - 25.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.1,13.3,19.3,13.3 - 19.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.8,29.8,38.0,29.8 - 38.0
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.1,24.2,34.4,24.2 - 34.4
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.1,21.6,24.8,21.6 - 24.8
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.7,24.6,26.8,24.6 - 26.8
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.6,14.9,16.3,14.9 - 16.3
Symptoms of Depressive Disorder,By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,49.9,47.5,52.3,47.5 - 52.3
Symptoms of Depressive Disorder,By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,17.0,16.3,17.8,16.3 - 17.8
Symptoms of Anxiety Disorder,National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.3,26.5,28.0,26.5 - 28.0
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,41.0,38.8,43.2,38.8 - 43.2
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,34.9,33.1,36.7,33.1 - 36.7
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.2,29.3,33.3,29.3 - 33.3
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.8,24.2,27.4,24.2 - 27.4
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,18.1,16.6,19.6,16.6 - 19.6
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,12.2,10.5,14.1,10.5 - 14.1
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,16.2,11.4,21.9,11.4 - 21.9
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.9,21.8,24.0,21.8 - 24.0
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.3,30.3,32.3,30.3 - 32.3
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.3,21.2,23.5,21.2 - 23.5
Symptoms of Anxiety Disorder,By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.9,29.9,31.9,29.9 - 31.9
Symptoms of Anxiety Disorder,By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,46.3,34.1,58.8,34.1 - 58.8
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,39.0,34.3,43.8,34.3 - 43.8
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.8,24.0,25.6,24.0 - 25.6
Symptoms of Anxiety Disorder,By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,53.5,49.4,57.5,49.4 - 57.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.4,27.8,33.1,27.8 - 33.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.8,26.1,27.6,26.1 - 27.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.2,23.6,28.8,23.6 - 28.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.2,15.8,23.0,15.8 - 23.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,35.5,31.6,39.6,31.6 - 39.6
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.8,29.2,38.5,29.2 - 38.5
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.0,25.5,28.5,25.5 - 28.5
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.9,29.5,32.3,29.5 - 32.3
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.9,22.1,23.7,22.1 - 23.7
Symptoms of Anxiety Disorder,By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,55.5,53.3,57.7,53.3 - 57.7
Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.5,21.8,23.3,21.8 - 23.3
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.6,30.9,32.3,30.9 - 32.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,47.7,45.3,50.2,45.3 - 50.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,39.2,37.4,41.0,37.4 - 41.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,35.5,33.4,37.7,33.4 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.4,27.6,31.2,27.6 - 31.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.1,20.5,23.8,20.5 - 23.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,15.1,13.3,17.2,13.3 - 17.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,18.4,13.7,23.9,13.7 - 23.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.5,26.4,28.6,26.4 - 28.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,35.3,34.4,36.3,34.4 - 36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender male,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.8,25.7,28.0,25.7 - 28.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Cis-gender female,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,34.9,33.9,35.8,33.9 - 35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,United States,Transgender,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,53.9,41.5,66.1,41.5 - 66.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,44.2,39.4,49.0,39.4 - 49.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Straight,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.9,28.1,29.7,28.1 - 29.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,United States,Bisexual,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,58.5,54.1,62.7,54.1 - 62.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,35.1,32.5,37.7,32.5 - 37.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.4,29.7,31.1,29.7 - 31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.4,29.4,35.4,29.4 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.2,20.6,28.0,20.6 - 28.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,44.0,40.1,47.9,40.1 - 47.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,39.0,34.3,43.9,34.3 - 43.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.8,30.2,33.4,30.2 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,35.8,34.5,37.1,34.5 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.9,25.1,26.7,25.1 - 26.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,63.3,61.4,65.2,61.4 - 65.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.1,25.3,26.8,25.3 - 26.8
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.4,20.7,22.1,20.7 - 22.1
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,32.6,30.4,34.8,30.4 - 34.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,25.3,23.5,27.2,23.5 - 27.2
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.0,22.3,25.8,22.3 - 25.8
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,21.0,19.0,23.0,19.0 - 23.0
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,14.4,13.1,15.9,13.1 - 15.9
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,9.4,7.9,11.1,7.9 - 11.1
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,13.2,7.7,20.6,7.7 - 20.6
Symptoms of Depressive Disorder,By Sex,United States,Male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.0,19.0,21.0,19.0 - 21.0
Symptoms of Depressive Disorder,By Sex,United States,Female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.8,21.9,23.7,21.9 - 23.7
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender male,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,19.7,18.7,20.7,18.7 - 20.7
Symptoms of Depressive Disorder,By Gender identity,United States,Cis-gender female,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.2,21.3,23.1,21.3 - 23.1
Symptoms of Depressive Disorder,By Gender identity,United States,Transgender,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,55.6,42.6,68.1,42.6 - 68.1
Symptoms of Depressive Disorder,By Sexual orientation,United States,Gay or lesbian,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,35.0,31.0,39.1,31.0 - 39.1
Symptoms of Depressive Disorder,By Sexual orientation,United States,Straight,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,19.2,18.5,20.0,18.5 - 20.0
Symptoms of Depressive Disorder,By Sexual orientation,United States,Bisexual,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,45.6,41.7,49.5,41.7 - 49.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.7,20.4,25.1,20.4 - 25.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,20.8,20.0,21.5,20.0 - 21.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,22.0,19.6,24.7,19.6 - 24.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,18.5,15.8,21.5,15.8 - 21.5
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,30.4,27.1,33.9,27.1 - 33.9
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,27.7,22.3,33.6,22.3 - 33.6
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.6,22.0,25.3,22.0 - 25.3
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.9,23.0,24.9,23.0 - 24.9
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,15.7,15.0,16.5,15.0 - 16.5
